prompt,completion,item,response,target,type,confidence_1,confidence_2,confidence_3,confidence_4,confidence_5,score_1,score_2,score_3,score_4,score_5
"AUT Prompt:book
Response:backpack armor at school shooting
Score:
",35,book,backpack armor at school shooting,3.5,uses,0.180839315803233,0.294005667940731,0.37425262788531855,0.44963767030833385,0.5141179140937318,4.5,4.307543927758034,4.305926364584077,4.321698497270054,4.381686676350168
"AUT Prompt:box
Response:roll in
Score:
",16,box,roll in,1.6,uses,0.31028752852650854,0.46150959251999557,0.5928935854182803,0.7018147411937652,0.7743718731840438,1.3,1.4310673203282855,1.4685024529256778,1.3957912007090112,1.4055553616587306
"AUT Prompt:tire
Response:step ladder
Score:
",27,tire,step ladder,2.7,uses,0.27887037802803705,0.4589226266662284,0.5751731189296012,0.6761732969059867,0.7445134357931675,3.0,3.1961684150835543,3.196942831720957,3.122714354084277,3.1389877013230367
"AUT Prompt:paperclip
Response:hold
Score:
",10,paperclip,hold,1.0,uses,0.6828216369514469,0.803346803118228,0.8720199727479004,0.9326238322367528,0.9513980320883108,1.0,1.0450086434771224,1.080840045948409,1.0885833105556633,1.1006485647742472
"AUT Prompt:box
Response:you can use it as a basketball hoop by shooting basketball in it
Score:
",20,box,you can use it as a basketball hoop by shooting basketball in it,2.0,uses,0.2169581719526652,0.3485499551171622,0.46110637195896625,0.5652040404949772,0.6475520741946741,2.4,2.2867377993605564,2.3876154175173356,2.297807800322463,2.298086578416328
"AUT Prompt:book
Response:a foot stool
Score:
",28,book,a foot stool,2.8,uses,0.17773924828079676,0.33957267546436065,0.43927535763126846,0.5258985490476669,0.6047698623681036,4.0,3.761710174468162,3.5888242019023,3.689493804896182,3.7039055163259715
"AUT Prompt:rope
Response:measuring
Score:
",20,rope,measuring,2.0,uses,0.12695629317303014,0.2322067569497197,0.31946245612258684,0.4014315997305012,0.4737691150719975,2.3,2.1640214455953837,2.3104148092283596,2.2266113656054882,2.1462056225407378
"AUT Prompt:shoe
Response:shield hands from heat
Score:
",37,shoe,shield hands from heat,3.7,uses,0.17208781158071795,0.33124301989011884,0.4308398042954296,0.5288924836796539,0.6040720807795437,3.5,3.2597606609760468,3.130361377729745,3.1618110994669926,3.1167820151082277
"AUT Prompt:rope
Response:to dry your clothes on
Score:
",16,rope,to dry your clothes on,1.6,uses,0.13656580399106258,0.2364794805705876,0.316762375122504,0.38127149317606734,0.44578061122963064,2.7,2.530998146074325,2.6498658820824494,2.5399120154636288,2.4183679599456123
"AUT Prompt:book
Response:step stool
Score:
",28,book,step stool,2.8,uses,0.18900405672488796,0.3750778771501082,0.509101822279475,0.5891311752077836,0.6565226470230738,4.0,3.7519530852645406,3.5539971663717003,3.587414932095708,3.547647130336643
"AUT Prompt:brick
Response:paintbrush
Score:
",40,brick,paintbrush,4.0,uses,0.15167842867545162,0.2661713248564366,0.3581689514648961,0.42761240331795897,0.4898611112477915,3.0,3.1290442119293713,3.0188418924760403,3.0969810662097492,3.1863166335242874
"AUT Prompt:paperclip
Response:Worm hook
Score:
",27,paperclip,Worm hook,2.7,uses,0.22551470759849546,0.3644502885038692,0.48328818842802296,0.5716010168219668,0.6571967451319835,3.0,2.92375608674877,2.8687356991598216,2.8117657296106517,2.8753551619525495
"AUT Prompt:brick
Response:step up on
Score:
",12,brick,step up on,1.2,uses,0.2490750804639949,0.4229575100821348,0.5605098335429274,0.6917631906341007,0.7923986303394839,1.0,1.1233332607696505,1.2157694359283278,1.3076460896749666,1.2939749257528832
"AUT Prompt:box
Response:using it as a shield
Score:
",16,box,using it as a shield,1.6,uses,0.31187612664309783,0.44188543868504987,0.5370022832835428,0.6263562895929665,0.7129611621416689,1.7,1.7882644916488966,1.7017803569983772,1.715792060474971,1.7017265584924184
"AUT Prompt:box
Response:House/Living
Score:
",10,box,House/Living,1.0,uses,0.48984277828848355,0.7038392610048898,0.8002950327099284,0.854401816903582,0.8965402228030749,1.0,1.0912125088379745,1.1043241501490002,1.1293811518956907,1.1421005442613998
"AUT Prompt:brick
Response:substitute for sandpaper or other abrasive material
Score:
",25,brick,substitute for sandpaper or other abrasive material,2.5,uses,0.12174365906224545,0.2415998576370273,0.3524487206455201,0.4322901615293195,0.5121316024131188,2.7,2.8488281488412754,2.7391179940885713,2.658015492838014,2.6801509119013445
"AUT Prompt:tire
Response:water tube
Score:
",30,tire,water tube,3.0,uses,0.21371866038427773,0.3393574045322752,0.45555424795152505,0.5630187606872874,0.652109970916303,2.7,2.8110676317681897,2.8082446444261264,2.902106969026887,2.847171148214657
"AUT Prompt:paperclip
Response:To hold hair in place
Score:
",23,paperclip,To hold hair in place,2.3,uses,0.24162759541767553,0.47582109126309063,0.6445043384018496,0.7362158199348752,0.8210350747889937,2.2,2.3476564407162384,2.2566658704213434,2.262064066326661,2.3073062255335155
"AUT Prompt:brick
Response:to crush someone with
Score:
",20,brick,to crush someone with,2.0,uses,0.16359007874832815,0.31254054046765667,0.3922679853588517,0.4707593707857783,0.5480338600742057,2.0,1.8570261046808971,1.9877088718678115,1.9564115035642617,1.9907582438478983
"AUT Prompt:knife
Response:make a trap so the knife falls on subject
Score:
",20,knife,make a trap so the knife falls on subject,2.0,uses,0.19022273574999735,0.3315842696515371,0.44877708572727715,0.5571627225923903,0.6316550087847141,2.0,2.2984251147832437,2.2988363773887057,2.182343906680547,2.2198056987746444
"AUT Prompt:paperclip
Response:unlock a door
Score:
",23,paperclip,unlock a door,2.3,uses,0.26326027431308124,0.4386294239987878,0.6112797270250341,0.705148068603966,0.7906161662171437,2.0,2.079962328147959,2.19859808215968,2.212096566073049,2.167547629382684
"AUT Prompt:knife
Response:dig in gardens
Score:
",12,knife,dig in gardens,1.2,uses,0.2743961537979396,0.5487923075958792,0.717842873885292,0.8494995872901512,0.9157007402419844,1.0,1.3499999999999999,1.3382250996395328,1.3632972150490283,1.3514915416068376
"AUT Prompt:paperclip
Response:minature sign holder
Score:
",23,paperclip,minature sign holder,2.3,uses,0.21385710941369968,0.3967787886621799,0.5285323580236472,0.6412271579330525,0.7376201284474073,2.5,2.269491610343842,2.252168607192788,2.26057490935125,2.317999440180323
"AUT Prompt:brick
Response:break a window
Score:
",16,brick,break a window,1.6,uses,0.3197833320049977,0.48829730615289,0.628000297541792,0.7438181684636693,0.8596360393855467,1.0,1.1035315812873616,1.1917287116106914,1.1930166110619902,1.2613219565911618
"AUT Prompt:box
Response:box can be used during moving to pack things
Score:
",10,box,box can be used during moving to pack things,1.0,uses,0.8689598824258982,0.9328984012953604,0.9650487076316169,0.9786620079438597,0.9889378661333099,1.0,1.0205612482926376,1.0265391961312968,1.0275610443037262,1.032470064251449
"AUT Prompt:knife
Response:to slice
Score:
",10,knife,to slice,1.0,uses,0.9435544237568255,0.9711706657867503,0.9926782167051451,0.9959253718695444,0.9982279496719536,1.0,1.0085308101869674,1.012679217273884,1.014268097566569,1.0158498515712189
"AUT Prompt:brick
Response:bathtub
Score:
",23,brick,bathtub,2.3,uses,0.11138677220127564,0.20372964973626034,0.28271469854593106,0.3592696328790001,0.4346376929650896,3.0,2.546738151984614,2.4778042582820676,2.4825338357196975,2.5202434113074865
"AUT Prompt:box
Response:unfold and use it as a breakdance ground
Score:
",20,box,unfold and use it as a breakdance ground,2.0,uses,0.13129648090167587,0.2508432871753875,0.36853669200723244,0.47079049414797736,0.5582528060084813,2.7,2.5570261046808973,2.4110733148407086,2.386948637516046,2.482996322140248
"AUT Prompt:brick
Response:decorative chips for garden
Score:
",13,brick,decorative chips for garden,1.3,uses,0.20423240364869913,0.3037673277907396,0.40023988426028706,0.4967124407298345,0.5902168486750158,2.0,2.0983004902462143,2.0263990830604763,1.9630051525080359,2.0480779277042522
"AUT Prompt:pants
Response:make purse
Score:
",35,pants,make purse,3.5,uses,0.16276277603359965,0.2856225528274497,0.402856170823628,0.5015767748758859,0.5900693524238525,3.5,3.2849263379631086,3.289312866121343,3.271734260941071,3.1859913932335227
"AUT Prompt:brick
Response:long distance throwing
Score:
",14,brick,long distance throwing,1.4,uses,0.1750945614242393,0.3012104177320931,0.39063995114337885,0.47080406679534004,0.5449437540185829,1.7,1.825609058203318,1.8197463549147224,1.765302934429531,1.7019983937897532
"AUT Prompt:rope
Response:dye the   your hair color and use it as extensions or make a bun
Score:
",27,rope,dye the   your hair color and use it as extensions or make a bun,2.7,uses,0.17762071796845003,0.2870496678341607,0.3914675012460299,0.48955897794382125,0.5636023091728961,2.7,2.8143658698768452,2.943901178777106,2.8349213168859038,2.7383709273508643
"AUT Prompt:brick
Response:hollow it out
Score:
",17,brick,hollow it out,1.7,uses,0.18422720008871074,0.2828369143802479,0.3754721681060226,0.4585098728759842,0.5306542810176358,2.0,2.174322567666973,2.2053292888588523,2.2043641364355913,2.149389339584973
"AUT Prompt:brick
Response:Using a brick to keep a door closed.
Score:
",18,brick,Using a brick to keep a door closed.,1.8,uses,0.3804711978795407,0.5658980505366341,0.6875039494288375,0.7697866165122235,0.8483012859369139,1.0,1.0983004902462141,1.1693532165741856,1.1726290582473342,1.2214399652238177
"AUT Prompt:box
Response:turn it over and use it as a table
Score:
",18,box,turn it over and use it as a table,1.8,uses,0.3172158252557936,0.4395134204075838,0.5393298084803111,0.6182910705757393,0.6913183001147498,1.7,1.7834770381107206,1.7865350229469352,1.8010255084449647,1.748099808656551
"AUT Prompt:knife
Response:spreading paint
Score:
",20,knife,spreading paint,2.0,uses,0.43368027930304387,0.6517483966730591,0.7086348639262435,0.7629163101826701,0.8155276919098403,1.7,1.8003768256967754,1.8324570291638465,1.8088027329844822,1.808234850434468
"AUT Prompt:knife
Response:use to frame a picture
Score:
",22,knife,use to frame a picture,2.2,uses,0.28965312286078676,0.5660420635133419,0.6530116849668446,0.7334454361539792,0.8138791873411138,1.7,1.8464850185887505,1.8935669695235786,1.960071826027669,1.9936661218298641
"AUT Prompt:rope
Response:unstring the   for a wig
Score:
",19,rope,unstring the   for a wig,1.9,uses,0.10103813087225623,0.19595467085591126,0.2698757465216101,0.33310379318180405,0.396331839841998,2.7,2.5062479662892065,2.3675826927179333,2.240865583790658,2.3619726498002382
"AUT Prompt:box
Response:Shipping tool
Score:
",10,box,Shipping tool,1.0,uses,0.3378355974182292,0.5303285184098467,0.6507874982825823,0.7348814190817836,0.8176715844824123,1.0,1.108890761655885,1.1812840082902538,1.1834257158959305,1.2357294417857803
"AUT Prompt:pencil
Response:Take out the erasers and cover it in chocolate
Score:
",41,pencil,Take out the erasers and cover it in chocolate,4.1,uses,0.28452091874980173,0.39251287864974577,0.4667345948846019,0.5302197930508236,0.5927207444480511,3.9,4.037564861911587,3.9679818154198747,4.007735593983245,3.9331066082830293
"AUT Prompt:box
Response:car
Score:
",14,box,car,1.4,uses,0.39419697029432127,0.6781263882597353,0.7395304312039384,0.7990452703566726,0.8499510099314167,1.3,1.1743909293838024,1.176517279301977,1.2155075481608013,1.2385357843686273
"AUT Prompt:rope
Response:wrap it around someone's mouth
Score:
",17,rope,wrap it around someone's mouth,1.7,uses,0.15307801279334177,0.2722952771060838,0.3758730313074611,0.45653946738827117,0.5234142917591008,2.7,2.437305915299524,2.3994691003095814,2.3642246963103646,2.3687955824873863
"AUT Prompt:knife
Response:self-defense
Score:
",10,knife,self-defense,1.0,uses,0.7137797197497372,0.8249651531887092,0.8978823406581489,0.9457025996974932,0.9705114232669035,1.0,1.040432774527219,1.053391257801596,1.0759744099976405,1.0919261447160769
"AUT Prompt:brick
Response:a frame
Score:
",22,brick,a frame,2.2,uses,0.12882144251683875,0.2461147006963429,0.3292880752296552,0.40501829453317834,0.47841853993633493,2.0,1.8570261046808971,1.8426221407368881,1.7411627887233818,1.704162951976333
"AUT Prompt:box
Response:dog bath tub
Score:
",19,box,dog bath tub,1.9,uses,0.14862717350361088,0.26081683877686057,0.33672816349029644,0.4114625921990347,0.4805806398967023,2.0,2.1290441972221346,2.054865130518909,2.1357154940749625,2.0730500394104565
"AUT Prompt:tire
Response:for a car
Score:
",10,tire,for a car,1.0,uses,0.9629968030225098,0.9773924357674604,0.9891418087852946,0.9962127053115835,0.9986184566918295,1.0,1.0044185832276205,1.0067417678312893,1.0074036940508342,1.0085903977763662
"AUT Prompt:paperclip
Response:a hole puncher
Score:
",18,paperclip,a hole puncher,1.8,uses,0.2191857138662565,0.4283341831226536,0.5813504720009,0.6968532265955903,0.7911238274343334,2.7,2.602343320940833,2.7070098727161405,2.622973472122127,2.6440680170830158
"AUT Prompt:box
Response:racecar
Score:
",19,box,racecar,1.9,uses,0.18880974710271137,0.3381705506241341,0.4875313541455568,0.5795498573838579,0.6620347105899087,1.7,1.6558326994335375,1.5468192842866577,1.5870182597706821,1.6384728703442595
"AUT Prompt:paperclip
Response:clean your fingernails
Score:
",23,paperclip,clean your fingernails,2.3,uses,0.33338136634979354,0.6369285547023136,0.7295052073828568,0.8016039769845934,0.8652309178382863,2.2,2.3429738953191026,2.388281703072124,2.38034137049819,2.3523720071918457
"AUT Prompt:knife
Response:2 shave
Score:
",17,knife,2 shave,1.7,uses,0.3152573467148274,0.5495367136350258,0.7562875292815807,0.8398224100999753,0.9195319502178291,1.0,1.127896477764247,1.2842958170061214,1.3057513330791894,1.2965842887751873
"AUT Prompt:fork
Response:use to pry something open
Score:
",27,fork,use to pry something open,2.7,uses,0.23918783864099716,0.4010304258557661,0.5416417023724897,0.6696697137650378,0.7663103269280329,2.5,2.2982165731323128,2.298679554338046,2.2798139152814834,2.332804250192589
"AUT Prompt:pants
Response:creating air pockets for life saving
Score:
",38,pants,creating air pockets for life saving,3.8,uses,0.14351264919024875,0.2701621302473004,0.3657621741205196,0.4501289167255869,0.5128249561759021,4.0,4.234395325764421,4.04244484446552,3.997003902928726,3.911790842080623
"AUT Prompt:pencil
Response:Use it to type your keyboard keys
Score:
",27,pencil,Use it to type your keyboard keys,2.7,uses,0.4000241334776637,0.6503528396639182,0.7438938430433581,0.8277434565555272,0.8649514970028903,2.7,2.8154736433451806,2.876400457015064,2.8281415503678757,2.7968187301272365
"AUT Prompt:brick
Response:a border for flowers
Score:
",22,brick,a border for flowers,2.2,uses,0.2348525989840507,0.40138802888513214,0.5483550299434305,0.6885919220307596,0.774989364902673,1.0,1.1244696537390306,1.2787200287501699,1.3237853489440705,1.3099854981356425
"AUT Prompt:brick
Response:car
Score:
",14,brick,car,1.4,uses,0.1855764411770611,0.339424714561137,0.47101810315518167,0.5946386513803171,0.690914431141769,1.0,1.3172832936107703,1.3124546741647833,1.3514438248750402,1.4418171745474082
"AUT Prompt:shoe
Response:to plant a tree
Score:
",38,shoe,to plant a tree,3.8,uses,0.20272167496253451,0.3606014741689032,0.44510844102639546,0.5257455521226518,0.5980281913491311,3.9,3.7248706003543193,3.777105851170424,3.8419679547554146,3.824808532166729
"AUT Prompt:box
Response:animal cage
Score:
",17,box,animal cage,1.7,uses,0.2736675583282556,0.48349575378029164,0.6322862244250131,0.732962892849565,0.8054775768277026,1.3,1.1698055605588307,1.247507373678987,1.3096598380794258,1.2997874980761928
"AUT Prompt:box
Response:toy
Score:
",13,box,toy,1.3,uses,0.4033639309811886,0.6442235280588272,0.7579975570023835,0.8228240445948607,0.8717576446875116,1.0,1.112162744724675,1.1253469540030512,1.1469855927807062,1.1724142494425291
"AUT Prompt:pants
Response:make art
Score:
",25,pants,make art,2.5,uses,0.18456540124896056,0.34491860071925046,0.47579506780892755,0.5877396423885866,0.6912714493345771,2.5,2.5929803142746777,2.512390516159133,2.5671704203745347,2.631995357845095
"AUT Prompt:pants
Response:strangulation
Score:
",33,pants,strangulation,3.3,uses,0.14857089904924553,0.288140342370049,0.4255459620342083,0.508886683177334,0.5909353262002026,2.7,2.8453140252830957,2.733814700049374,2.8592933921394477,2.85106077826519
